Trial,Machine,Year,Plot,Sample,Rep,TW,TW kg/hL,,,,,,
U6,Perten,2019,105,3,3,57.0,73.4,,,,,,
U6,Perten,2019,106,1,1,52.5,67.6,,,,,,
U6,Perten,2019,106,2,2,52.2,67.2,,,,,,
U6,Perten,2019,106,3,3,52.3,67.3,,,,,,
U6,Perten,2019,107,1,1,55.9,71.9,,,,,,
U6,Perten,2019,107,2,2,56.1,72.2,,,,,,
U6,Perten,2019,107,3,3,56.3,72.5,,,,,,
U6,Perten,2019,108,1,1,55.8,71.8,,,,,,
U6,Perten,2019,108,2,2,55.8,71.8,,,,,,
U6,Perten,2019,108,3,3,55.9,71.9,,,,,,
U6,Perten,2019,109,1,1,55.5,71.4,,,,,,
U6,Perten,2019,109,2,2,55.4,71.3,,,,,,
U6,Perten,2019,109,3,3,55.5,71.4,,,,,,
U6,Perten,2019,110,1,1,51.2,65.9,,,,,,
U6,Perten,2019,110,2,2,51.4,66.2,,,,,,
U6,Perten,2019,110,3,3,51.2,65.9,,,,,,
U6,Perten,2019,111,1,1,54.1,69.6,,,,,,
U6,Perten,2019,111,2,2,54.2,69.8,,,,,,
U6,Perten,2019,111,3,3,54.2,69.8,,,,,,
U6,Perten,2019,112,1,1,52.1,67.1,,,,,,
U6,Perten,2019,112,2,2,51.6,66.4,,,,,,
U6,Perten,2019,112,3,3,51.9,66.8,,,,,,
U6,Perten,2019,113,1,1,54.4,70.0,,,,,,
U6,Perten,2019,113,2,2,53.9,69.4,,,,,,
U6,Perten,2019,113,3,3,54.3,69.9,,,,,,
U6,Perten,2019,114,1,1,53.9,69.4,,,,,,
U6,Perten,2019,114,2,2,54.1,69.6,,,,,,
U6,Perten,2019,114,3,3,54.3,69.9,,,,,,
U6,Perten,2019,115,1,1,52.8,68.0,,,,,,
U6,Perten,2019,115,2,2,52.9,68.1,,,,,,
U6,Perten,2019,115,3,3,52.9,68.1,,,,,,
U6,Perten,2019,116,1,1,54.0,69.5,,,,,,
U6,Perten,2019,116,2,2,54.3,69.9,,,,,,
U6,Perten,2019,116,3,3,59.0,75.9,,,,,,
U6,Perten,2019,117,1,1,56.3,72.5,,,,,,
U6,Perten,2019,117,2,2,56.4,72.6,,,,,,
U6,Perten,2019,117,3,3,56.7,73.0,,,,,,
U6,Perten,2019,118,1,1,.,.,,,,,,
U6,Perten,2019,118,2,2,.,.,,,,,,
U6,Perten,2019,118,3,3,.,.,,,,,,
U6,Perten,2019,120,1,1,52.7,67.8,,,,,,
U6,Perten,2019,120,2,2,52.6,67.7,,,,,,
U6,Perten,2019,120,3,3,52.9,68.1,,,,,,
U6,Perten,2019,201,1,1,53.8,69.2,,,,,,
U6,Perten,2019,201,2,2,53.8,69.2,,,,,,
U6,Perten,2019,201,3,3,53.8,69.2,,,,,,
U6,Perten,2019,202,1,1,52.7,67.8,,,,,,
U6,Perten,2019,202,2,2,52.9,68.1,,,,,,
U6,Perten,2019,202,3,3,52.2,67.2,,,,,,
U6,Perten,2019,203,1,1,55.2,71.0,,,,,,
U6,Perten,2019,203,2,2,55.3,71.2,,,,,,
U6,Perten,2019,203,3,3,55.2,71.0,,,,,,
U6,Perten,2019,204,1,1,56.0,72.1,,,,,,
U6,Perten,2019,204,2,2,56.3,72.5,,,,,,
U6,Perten,2019,204,3,3,56.5,72.7,,,,,,
U6,Perten,2019,205,1,1,54.4,70.0,,,,,,
U6,Perten,2019,205,2,2,54.5,70.1,,,,,,
U6,Perten,2019,205,3,3,54.6,70.3,,,,,,
U6,Perten,2019,206,1,1,53.3,68.6,,,,,,
U6,Perten,2019,206,2,2,53.5,68.9,,,,,,
U6,Perten,2019,206,3,3,53.3,68.6,,,,,,
U6,Perten,2019,207,1,1,56.5,72.7,,,,,,
U6,Perten,2019,207,2,2,56.4,72.6,,,,,,
U6,Perten,2019,207,3,3,56.1,72.2,,,,,,
U6,Perten,2019,208,1,1,57.1,73.5,,,,,,
U6,Perten,2019,208,2,2,56.8,73.1,,,,,,
U6,Perten,2019,208,3,3,57.1,73.5,,,,,,
U6,Perten,2019,209,1,1,52.9,68.1,,,,,,
U6,Perten,2019,209,2,2,52.5,67.6,,,,,,
U6,Perten,2019,209,3,3,52.9,68.1,,,,,,
U6,Perten,2019,210,1,1,50.8,65.4,,,,,,
U6,Perten,2019,210,2,2,50.8,65.4,,,,,,
U6,Perten,2019,210,3,3,50.9,65.5,,,,,,
U6,Perten,2019,211,1,1,53.8,69.2,,,,,,
U6,Perten,2019,211,2,2,53.8,69.2,,,,,,
U6,Perten,2019,211,3,3,53.7,69.1,,,,,,
U6,Perten,2019,212,1,1,54.7,70.4,,,,,,
U6,Perten,2019,212,2,2,54.9,70.7,,,,,,
U6,Perten,2019,212,3,3,54.5,70.1,,,,,,
U6,Perten,2019,213,1,1,54.7,70.4,,,,,,
U6,Perten,2019,213,2,2,54.6,70.3,,,,,,
U6,Perten,2019,213,3,3,54.5,70.1,,,,,,
U6,Perten,2019,214,1,1,55.8,71.8,,,,,,
U6,Perten,2019,214,2,2,55.3,71.2,,,,,,
U6,Perten,2019,214,3,3,55.5,71.4,,,,,,
U6,Perten,2019,215,1,1,53.8,69.2,,,,,,
U6,Perten,2019,215,2,2,53.7,69.1,,,,,,
U6,Perten,2019,215,3,3,53.8,69.2,,,,,,
U6,Perten,2019,216,1,1,55.8,71.8,,,,,,
U6,Perten,2019,216,2,2,55.7,71.7,,,,,,
U6,Perten,2019,216,3,3,55.5,71.4,,,,,,
U6,Perten,2019,217,1,1,53.8,69.2,,,,,,
U6,Perten,2019,217,2,2,53.5,68.9,,,,,,
U6,Perten,2019,217,3,3,53.1,68.3,,,,,,
U6,Perten,2019,218,1,1,55.0,70.8,,,,,,
U6,Perten,2019,218,2,2,54.9,70.7,,,,,,
U6,Perten,2019,218,3,3,55.4,71.3,,,,,,
U6,Perten,2019,220,1,1,53.3,68.6,,,,,,
U6,Perten,2019,220,2,2,53.7,69.1,,,,,,
U6,Perten,2019,220,3,3,53.8,69.2,,,,,,
U6,Perten,2019,301,1,1,53.0,68.2,,,,,,
U6,Perten,2019,301,2,2,53.2,68.5,,,,,,
U6,Perten,2019,301,3,3,53.2,68.5,,,,,,
U6,Perten,2019,302,1,1,54.2,69.8,,,,,,
U6,Perten,2019,302,2,2,54.2,69.8,,,,,,
U6,Perten,2019,302,3,3,53.6,69.0,,,,,,
U6,Perten,2019,303,1,1,54.8,70.5,,,,,,
U6,Perten,2019,303,2,2,54.5,70.1,,,,,,
U6,Perten,2019,303,3,3,54.9,70.7,,,,,,
U6,Perten,2019,304,1,1,54.9,70.7,,,,,,
U6,Perten,2019,304,2,2,54.8,70.5,,,,,,
U6,Perten,2019,304,3,3,54.7,70.4,,,,,,
U6,Perten,2019,305,1,1,54.3,69.9,,,,,,
U6,Perten,2019,305,2,2,54.5,70.1,,,,,,
U6,Perten,2019,305,3,3,54.1,69.6,,,,,,
U6,Perten,2019,306,1,1,55.2,71.0,,,,,,
U6,Perten,2019,306,2,2,54.4,70.0,,,,,,
U6,Perten,2019,306,3,3,55.1,70.9,,,,,,
U6,Perten,2019,307,1,1,55.1,70.9,,,,,,
U6,Perten,2019,307,2,2,55.0,70.8,,,,,,
U6,Perten,2019,307,3,3,55.0,70.8,,,,,,
U6,Perten,2019,308,1,1,55.8,71.8,,,,,,
U6,Perten,2019,308,2,2,56.1,72.2,,,,,,
U6,Perten,2019,308,3,3,56.1,72.2,,,,,,
U6,Perten,2019,309,1,1,55.0,70.8,,,,,,
U6,Perten,2019,309,2,2,54.9,70.7,,,,,,
U6,Perten,2019,309,3,3,55.1,70.9,,,,,,
U6,Perten,2019,310,1,1,54.4,70.0,,,,,,
U6,Perten,2019,310,2,2,54.2,69.8,,,,,,
U6,Perten,2019,310,3,3,54.7,70.4,,,,,,
U6,Perten,2019,313,1,1,54.1,69.6,,,,,,
U6,Perten,2019,313,2,2,54.0,69.5,,,,,,
U6,Perten,2019,313,3,3,54.3,69.9,,,,,,
U6,Perten,2019,314,1,1,56.9,73.2,,,,,,
U6,Perten,2019,314,2,2,56.6,72.8,,,,,,
U6,Perten,2019,314,3,3,57.0,73.4,,,,,,
U6,Perten,2019,316,1,1,54.6,70.3,,,,,,
U6,Perten,2019,316,2,2,54.9,70.7,,,,,,
U6,Perten,2019,316,3,3,54.7,70.4,,,,,,
U6,Perten,2019,318,1,1,56.3,72.5,,,,,,
U6,Perten,2019,318,2,2,56.9,73.2,,,,,,
U6,Perten,2019,318,3,3,56.6,72.8,,,,,,
U6,Perten,2019,319,1,1,54.4,70.0,,,,,,
U6,Perten,2019,319,2,2,54.1,69.6,,,,,,
U6,Perten,2019,319,3,3,54.2,69.8,,,,,,
U6,Perten,2019,320,1,1,52.0,66.9,,,,,,
U6,Perten,2019,320,2,2,52.4,67.4,,,,,,
U6,Perten,2019,320,3,3,52.6,67.7,,,,,,
U6,Perten,2020,101,1,1,57.0,73.4,,,,,,
U6,Perten,2020,101,2,2,56.6,72.8,,,,,,
U6,Perten,2020,101,3,3,56.3,72.5,,,,,,
U6,Perten,2020,102,1,1,56.1,72.2,,,,,,
U6,Perten,2020,102,2,2,56.0,72.1,,,,,,
U6,Perten,2020,102,3,3,55.7,71.7,,,,,,
U6,Perten,2020,103,1,1,56.9,73.2,,,,,,
U6,Perten,2020,103,2,2,56.8,73.1,,,,,,
U6,Perten,2020,103,3,3,57.1,73.5,,,,,,
U6,Perten,2020,104,1,1,57.3,73.7,,,,,,
U6,Perten,2020,104,2,2,57.4,73.9,,,,,,
U6,Perten,2020,104,3,3,57.1,73.5,,,,,,
U6,Perten,2020,105,1,1,56.1,72.2,,,,,,
U6,Perten,2020,105,2,2,56.3,72.5,,,,,,
U6,Perten,2020,105,3,3,56.1,72.2,,,,,,
U6,Perten,2020,106,1,1,56.8,73.1,,,,,,
U6,Perten,2020,106,2,2,56.3,72.5,,,,,,
U6,Perten,2020,106,3,3,56.5,72.7,,,,,,
U6,Perten,2020,107,1,1,56.5,72.7,,,,,,
U6,Perten,2020,107,2,2,56.2,72.3,,,,,,
U6,Perten,2020,107,3,3,56.7,73.0,,,,,,
U6,Perten,2020,108,1,1,58.4,75.2,,,,,,
U6,Perten,2020,108,2,2,58.6,75.4,,,,,,
U6,Perten,2020,108,3,3,57.9,74.5,,,,,,
U6,Perten,2020,109,1,1,56.8,73.1,,,,,,
U6,Perten,2020,109,2,2,57.2,73.6,,,,,,
U6,Perten,2020,109,3,3,57.2,73.6,,,,,,
U6,Perten,2020,110,1,1,58.0,74.6,,,,,,
U6,Perten,2020,110,2,2,58.0,74.6,,,,,,
U6,Perten,2020,110,3,3,58.0,74.6,,,,,,
U6,Perten,2020,111,1,1,56.3,72.5,,,,,,
U6,Perten,2020,111,2,2,56.3,72.5,,,,,,
U6,Perten,2020,111,3,3,56.0,72.1,,,,,,
U6,Perten,2020,112,1,1,56.6,72.8,,,,,,
U6,Perten,2020,112,2,2,56.6,72.8,,,,,,
U6,Perten,2020,112,3,3,56.9,73.2,,,,,,
U6,Perten,2020,113,1,1,59.0,75.9,,,,,,
U6,Perten,2020,113,2,2,58.6,75.4,,,,,,
U6,Perten,2020,113,3,3,58.8,75.7,,,,,,
U6,Perten,2020,114,1,1,56.7,73.0,,,,,,
U6,Perten,2020,114,2,2,56.7,73.0,,,,,,
U6,Perten,2020,114,3,3,56.5,72.7,,,,,,
U6,Perten,2020,115,1,1,58.0,74.6,,,,,,
U6,Perten,2020,115,2,2,58.1,74.8,,,,,,
U6,Perten,2020,115,3,3,58.1,74.8,,,,,,
U6,Perten,2020,116,1,1,58.6,75.4,,,,,,
U6,Perten,2020,116,2,2,59.1,76.1,,,,,,
U6,Perten,2020,116,3,3,59.0,75.9,,,,,,
U6,Perten,2020,117,1,1,58.0,74.6,,,,,,
U6,Perten,2020,117,2,2,58.1,74.8,,,,,,
U6,Perten,2020,117,3,3,58.1,74.8,,,,,,
U6,Perten,2020,118,1,1,57.6,74.1,,,,,,
U6,Perten,2020,118,2,2,57.3,73.7,,,,,,
U6,Perten,2020,118,3,3,57.5,74.0,,,,,,
U6,Perten,2020,119,1,1,55.6,71.6,,,,,,
U6,Perten,2020,119,2,2,55.5,71.4,,,,,,
U6,Perten,2020,119,3,3,54.9,70.7,,,,,,
U6,Perten,2020,201,1,1,56.8,73.1,,,,,,
U6,Perten,2020,201,2,2,56.8,73.1,,,,,,
U6,Perten,2020,201,3,3,56.5,72.7,,,,,,
U6,Perten,2020,202,1,1,56.6,72.8,,,,,,
U6,Perten,2020,202,2,2,56.6,72.8,,,,,,
U6,Perten,2020,202,3,3,56.5,72.7,,,,,,
U6,Perten,2020,203,1,1,58.4,75.2,,,,,,
U6,Perten,2020,203,2,2,58.6,75.4,,,,,,
U6,Perten,2020,203,3,3,58.6,75.4,,,,,,
U6,Perten,2020,204,1,1,59.1,76.1,,,,,,
U6,Perten,2020,204,2,2,58.6,75.4,,,,,,
U6,Perten,2020,204,3,3,58.8,75.7,,,,,,
U6,Perten,2020,205,1,1,57.9,74.5,,,,,,
U6,Perten,2020,205,2,2,58.4,75.2,,,,,,
U6,Perten,2020,205,3,3,58.4,75.2,,,,,,
U6,Perten,2020,206,1,1,56.1,72.2,,,,,,
U6,Perten,2020,206,2,2,56.1,72.2,,,,,,
U6,Perten,2020,206,3,3,55.9,71.9,,,,,,
U6,Perten,2020,207,1,1,57.6,74.1,,,,,,
U6,Perten,2020,207,2,2,58.0,74.6,,,,,,
U6,Perten,2020,207,3,3,57.6,74.1,,,,,,
U6,Perten,2020,208,1,1,57.7,74.3,,,,,,
U6,Perten,2020,208,2,2,58.0,74.6,,,,,,
U6,Perten,2020,208,3,3,58.0,74.6,,,,,,
U6,Perten,2020,209,1,1,58.6,75.4,,,,,,
U6,Perten,2020,209,2,2,58.4,75.2,,,,,,
U6,Perten,2020,209,3,3,58.8,75.7,,,,,,
U6,Perten,2020,210,1,1,59.5,76.6,,,,,,
U6,Perten,2020,210,2,2,59.2,76.2,,,,,,
U6,Perten,2020,210,3,3,59.2,76.2,,,,,,
U6,Perten,2020,211,1,1,58.9,75.8,,,,,,
U6,Perten,2020,211,2,2,58.9,75.8,,,,,,
U6,Perten,2020,211,3,3,59.2,76.2,,,,,,
U6,Perten,2020,212,1,1,58.3,75.0,,,,,,
U6,Perten,2020,212,2,2,58.2,74.9,,,,,,
U6,Perten,2020,212,3,3,58.7,75.5,,,,,,
U6,Perten,2020,213,1,1,57.4,73.9,,,,,,
U6,Perten,2020,213,2,2,57.5,74.0,,,,,,
U6,Perten,2020,213,3,3,57.5,74.0,,,,,,
U6,Perten,2020,214,1,1,57.3,73.7,,,,,,
U6,Perten,2020,214,2,2,57.4,73.9,,,,,,
U6,Perten,2020,214,3,3,57.7,74.3,,,,,,
U6,Perten,2020,215,1,1,59.1,76.1,,,,,,
U6,Perten,2020,215,2,2,58.6,75.4,,,,,,
U6,Perten,2020,215,3,3,59.2,76.2,,,,,,
U6,Perten,2020,216,1,1,58.5,75.3,,,,,,
U6,Perten,2020,216,2,2,58.5,75.3,,,,,,
U6,Perten,2020,216,3,3,58.6,75.4,,,,,,
U6,Perten,2020,217,1,1,57.8,74.4,,,,,,
U6,Perten,2020,217,2,2,57.6,74.1,,,,,,
U6,Perten,2020,217,3,3,57.8,74.4,,,,,,
U6,Perten,2020,218,1,1,56.9,73.2,,,,,,
U6,Perten,2020,218,2,2,56.9,73.2,,,,,,
U6,Perten,2020,218,3,3,57.1,73.5,,,,,,
U6,Perten,2020,219,1,1,57.2,73.6,,,,,,
U6,Perten,2020,219,2,2,56.6,72.8,,,,,,
U6,Perten,2020,219,3,3,57.5,74.0,,,,,,
U6,Perten,2020,220,1,1,57.9,74.5,,,,,,
U6,Perten,2020,220,2,2,57.9,74.5,,,,,,
U6,Perten,2020,220,3,3,58.3,75.0,,,,,,
U7,Perten,2019,102,1,1,54.9,70.7,,,,,,
U7,Perten,2019,102,2,2,54.7,70.4,,,,,,
U7,Perten,2019,102,3,3,54.7,70.4,,,,,,
U7,Perten,2019,103,1,1,56.3,72.5,,,,,,
U7,Perten,2019,103,2,2,56.0,72.1,,,,,,
U7,Perten,2019,103,3,3,56.5,72.7,,,,,,
U7,Perten,2019,104,1,1,56.4,72.6,,,,,,
U7,Perten,2019,104,2,2,56.4,72.6,,,,,,
U7,Perten,2019,104,3,3,56.5,72.7,,,,,,
U7,Perten,2019,105,1,1,55.8,71.8,,,,,,
U7,Perten,2019,105,2,2,55.9,71.9,,,,,,
U7,Perten,2019,105,3,3,56.0,72.1,,,,,,
U7,Perten,2019,106,1,1,54.0,69.5,,,,,,
U7,Perten,2019,106,2,2,54.1,69.6,,,,,,
U7,Perten,2019,106,3,3,54.4,70.0,,,,,,
U7,Perten,2019,107,1,1,57.3,73.7,,,,,,
U7,Perten,2019,107,2,2,57.2,73.6,,,,,,
U7,Perten,2019,107,3,3,57.2,73.6,,,,,,
U7,Perten,2019,108,1,1,57.0,73.4,,,,,,
U7,Perten,2019,108,2,2,56.3,72.5,,,,,,
U7,Perten,2019,108,3,3,56.3,72.5,,,,,,
U7,Perten,2019,109,1,1,57.7,74.3,,,,,,
U7,Perten,2019,109,2,2,57.8,74.4,,,,,,
U7,Perten,2019,109,3,3,57.8,74.4,,,,,,
U7,Perten,2019,110,1,1,57.8,74.4,,,,,,
U7,Perten,2019,110,2,2,57.9,74.5,,,,,,
U7,Perten,2019,110,3,3,57.6,74.1,,,,,,
U7,Perten,2019,111,1,1,57.2,73.6,,,,,,
U7,Perten,2019,111,2,2,57.2,73.6,,,,,,
U7,Perten,2019,111,3,3,57.3,73.7,,,,,,
U7,Perten,2019,112,1,1,56.7,73.0,,,,,,
U7,Perten,2019,112,2,2,56.2,72.3,,,,,,
U7,Perten,2019,112,3,3,56.5,72.7,,,,,,
U7,Perten,2019,113,1,1,57.2,73.6,,,,,,
U7,Perten,2019,113,2,2,56.7,73.0,,,,,,
U7,Perten,2019,113,3,3,56.7,73.0,,,,,,
U7,Perten,2019,114,1,1,57.0,73.4,,,,,,
U7,Perten,2019,114,2,2,57.4,73.9,,,,,,
U7,Perten,2019,114,3,3,57.1,73.5,,,,,,
U7,Perten,2019,115,1,1,55.1,70.9,,,,,,
U7,Perten,2019,115,2,2,55.4,71.3,,,,,,
U7,Perten,2019,115,3,3,55.1,70.9,,,,,,
U7,Perten,2019,116,1,1,58.1,74.8,,,,,,
U7,Perten,2019,116,2,2,57.8,74.4,,,,,,
U7,Perten,2019,116,3,3,57.8,74.4,,,,,,
U7,Perten,2019,117,1,1,58.2,74.9,,,,,,
U7,Perten,2019,117,2,2,58.1,74.8,,,,,,
U7,Perten,2019,117,3,3,58.3,75.0,,,,,,
U7,Perten,2019,118,1,1,56.4,72.6,,,,,,
U7,Perten,2019,118,2,2,56.4,72.6,,,,,,
U7,Perten,2019,118,3,3,56.6,72.8,,,,,,
U7,Perten,2019,119,1,1,57.9,74.5,,,,,,
U7,Perten,2019,119,2,2,58.0,74.6,,,,,,
U7,Perten,2019,119,3,3,58.1,74.8,,,,,,
U7,Perten,2019,120,1,1,57.7,74.3,,,,,,
U7,Perten,2019,120,2,2,57.2,73.6,,,,,,
U7,Perten,2019,120,3,3,57.4,73.9,,,,,,
U7,Perten,2019,121,1,1,58.5,75.3,,,,,,
U7,Perten,2019,121,2,2,58.4,75.2,,,,,,
U7,Perten,2019,121,3,3,58.4,75.2,,,,,,
U7,Perten,2019,122,1,1,57.6,74.1,,,,,,
U7,Perten,2019,122,2,2,57.7,74.3,,,,,,
U7,Perten,2019,122,3,3,57.6,74.1,,,,,,
U7,Perten,2019,123,1,1,56.9,73.2,,,,,,
U7,Perten,2019,123,2,2,56.2,72.3,,,,,,
U7,Perten,2019,123,3,3,56.5,72.7,,,,,,
U7,Perten,2019,124,1,1,54.1,69.6,,,,,,
U7,Perten,2019,124,2,2,54.3,69.9,,,,,,
U7,Perten,2019,124,3,3,54.4,70.0,,,,,,
U7,Perten,2019,125,1,1,54.6,70.3,,,,,,
U7,Perten,2019,125,2,2,54.5,70.1,,,,,,
U7,Perten,2019,125,3,3,54.4,70.0,,,,,,
U7,Perten,2019,126,1,1,54.3,69.9,,,,,,
U7,Perten,2019,126,2,2,54.2,69.8,,,,,,
U7,Perten,2019,126,3,3,54.3,69.9,,,,,,
U7,Perten,2019,201,1,1,57.0,73.4,,,,,,
U7,Perten,2019,201,2,2,57.1,73.5,,,,,,
U7,Perten,2019,201,3,3,57.3,73.7,,,,,,
U7,Perten,2019,202,1,1,57.5,74.0,,,,,,
U7,Perten,2019,202,2,2,57.4,73.9,,,,,,
U7,Perten,2019,202,3,3,57.6,74.1,,,,,,
U7,Perten,2019,203,1,1,55.8,71.8,,,,,,
U7,Perten,2019,203,2,2,55.7,71.7,,,,,,
U7,Perten,2019,203,3,3,55.7,71.7,,,,,,
U7,Perten,2019,204,1,1,57.3,73.7,,,,,,
U7,Perten,2019,204,2,2,57.8,74.4,,,,,,
U7,Perten,2019,204,3,3,57.5,74.0,,,,,,
U7,Perten,2019,205,1,1,53.9,69.4,,,,,,
U7,Perten,2019,205,2,2,53.8,69.2,,,,,,
U7,Perten,2019,205,3,3,54.0,69.5,,,,,,
U7,Perten,2019,206,1,1,58.0,74.6,,,,,,
U7,Perten,2019,206,2,2,58.1,74.8,,,,,,
U7,Perten,2019,206,3,3,58.1,74.8,,,,,,
U7,Perten,2019,207,1,1,56.5,72.7,,,,,,
U7,Perten,2019,207,2,2,56.4,72.6,,,,,,
U7,Perten,2019,207,3,3,56.3,72.5,,,,,,
U7,Perten,2019,208,1,1,57.3,73.7,,,,,,
U7,Perten,2019,208,2,2,57.6,74.1,,,,,,
U7,Perten,2019,208,3,3,57.1,73.5,,,,,,
U7,Perten,2019,209,1,1,58.6,75.4,,,,,,
U7,Perten,2019,209,2,2,58.7,75.5,,,,,,
U7,Perten,2019,209,3,3,58.5,75.3,,,,,,
U7,Perten,2019,210,1,1,57.3,73.7,,,,,,
U7,Perten,2019,210,2,2,57.2,73.6,,,,,,
U7,Perten,2019,210,3,3,57.3,73.7,,,,,,
U7,Perten,2019,211,1,1,57.4,73.9,,,,,,
U7,Perten,2019,211,2,2,57.6,74.1,,,,,,
U7,Perten,2019,211,3,3,57.2,73.6,,,,,,
U7,Perten,2019,212,1,1,57.6,74.1,,,,,,
U7,Perten,2019,212,2,2,57.2,73.6,,,,,,
U7,Perten,2019,212,3,3,57.4,73.9,,,,,,
U7,Perten,2019,212,3,3,57.4,73.9,,,,,,
U7,Perten,2019,213,1,1,57.0,73.4,,,,,,
U7,Perten,2019,213,2,2,57.2,73.6,,,,,,
U7,Perten,2019,213,3,3,55.5,71.4,,,,,,
U7,Perten,2019,214,1,1,55.4,71.3,,,,,,
U7,Perten,2019,214,2,2,55.3,71.2,,,,,,
U7,Perten,2019,214,3,3,56.3,72.5,,,,,,
U7,Perten,2019,215,1,1,56.3,72.5,,,,,,
U7,Perten,2019,215,2,2,56.6,72.8,,,,,,
U7,Perten,2019,215,3,3,56.7,73.0,,,,,,
U7,Perten,2019,216,1,1,57.1,73.5,,,,,,
U7,Perten,2019,216,2,2,57.0,73.4,,,,,,
U7,Perten,2019,216,3,3,56.5,72.7,,,,,,
U7,Perten,2019,217,1,1,56.4,72.6,,,,,,
U7,Perten,2019,217,2,2,56.4,72.6,,,,,,
U7,Perten,2019,218,1,1,54.9,70.7,,,,,,
U7,Perten,2019,218,2,2,54.8,70.5,,,,,,
U7,Perten,2019,218,3,3,54.8,70.5,,,,,,
U7,Perten,2019,219,1,1,54.0,69.5,,,,,,
U7,Perten,2019,219,2,2,54.2,69.8,,,,,,
U7,Perten,2019,219,3,3,54.3,69.9,,,,,,
U7,Perten,2019,220,1,1,55.1,70.9,,,,,,
U7,Perten,2019,220,2,2,55.2,71.0,,,,,,
U7,Perten,2019,220,3,3,55.3,71.2,,,,,,
U7,Perten,2019,221,1,1,57.0,73.4,,,,,,
U7,Perten,2019,221,2,2,57.3,73.7,,,,,,
U7,Perten,2019,221,3,3,56.9,73.2,,,,,,
U7,Perten,2019,222,1,1,58.6,75.4,,,,,,
U7,Perten,2019,222,2,2,58.3,75.0,,,,,,
U7,Perten,2019,222,3,3,58.5,75.3,,,,,,
U7,Perten,2019,223,1,1,56.4,72.6,,,,,,
U7,Perten,2019,223,2,2,56.1,72.2,,,,,,
U7,Perten,2019,223,3,3,56.2,72.3,,,,,,
U7,Perten,2019,224,1,1,57.8,74.4,,,,,,
U7,Perten,2019,224,2,2,57.6,74.1,,,,,,
U7,Perten,2019,224,3,3,57.9,74.5,,,,,,
U7,Perten,2019,225,1,1,57.0,73.4,,,,,,
U7,Perten,2019,225,2,2,57.2,73.6,,,,,,
U7,Perten,2019,225,3,3,57.0,73.4,,,,,,
U7,Perten,2019,226,1,1,58.7,75.5,,,,,,
U7,Perten,2019,226,2,2,58.8,75.7,,,,,,
U7,Perten,2019,226,3,3,58.5,75.3,,,,,,
U7,Perten,2019,301,1,1,52.6,67.7,,,,,,
U7,Perten,2019,301,2,2,57.6,74.1,,,,,,
U7,Perten,2019,301,3,3,57.4,73.9,,,,,,
U7,Perten,2019,302,1,1,55.9,71.9,,,,,,
U7,Perten,2019,302,2,2,55.8,71.8,,,,,,
U7,Perten,2019,302,3,3,55.9,71.9,,,,,,
U7,Perten,2019,303,1,1,56.0,72.1,,,,,,
U7,Perten,2019,303,2,2,55.9,71.9,,,,,,
U7,Perten,2019,303,3,3,56.0,72.1,,,,,,
U7,Perten,2019,304,1,1,56.0,72.1,,,,,,
U7,Perten,2019,304,2,2,55.6,71.6,,,,,,
U7,Perten,2019,304,3,3,56.3,72.5,,,,,,
U7,Perten,2019,305,1,1,54.0,69.5,,,,,,
U7,Perten,2019,305,2,2,54.2,69.8,,,,,,
U7,Perten,2019,305,3,3,54.0,69.5,,,,,,
U7,Perten,2019,306,1,1,57.1,73.5,,,,,,
U7,Perten,2019,306,2,2,57.0,73.4,,,,,,
U7,Perten,2019,306,3,3,57.1,73.5,,,,,,
U7,Perten,2019,307,1,1,56.7,73.0,,,,,,
U7,Perten,2019,307,2,2,56.9,73.2,,,,,,
U7,Perten,2019,307,3,3,56.5,72.7,,,,,,
U7,Perten,2019,308,1,1,57.8,74.4,,,,,,
U7,Perten,2019,308,2,2,57.6,74.1,,,,,,
U7,Perten,2019,308,3,3,58.1,74.8,,,,,,
U7,Perten,2019,309,1,1,58.9,75.8,,,,,,
U7,Perten,2019,309,2,2,58.9,75.8,,,,,,
U7,Perten,2019,309,3,3,58.9,75.8,,,,,,
U7,Perten,2019,310,1,1,56.8,73.1,,,,,,
U7,Perten,2019,310,2,2,57.1,73.5,,,,,,
U7,Perten,2019,310,3,3,57.1,73.5,,,,,,
U7,Perten,2019,311,1,1,56.3,72.5,,,,,,
U7,Perten,2019,311,2,2,56.3,72.5,,,,,,
U7,Perten,2019,311,3,3,56.1,72.2,,,,,,
U7,Perten,2019,312,1,1,58.5,75.3,,,,,,
U7,Perten,2019,312,2,2,58.3,75.0,,,,,,
U7,Perten,2019,312,3,3,58.6,75.4,,,,,,
U7,Perten,2019,313,1,1,59.3,76.3,,,,,,
U7,Perten,2019,313,2,2,59.3,76.3,,,,,,
U7,Perten,2019,313,3,3,54.3,69.9,,,,,,
U7,Perten,2019,314,1,1,58.9,75.8,,,,,,
U7,Perten,2019,314,2,2,58.8,75.7,,,,,,
U7,Perten,2019,314,3,3,58.7,75.5,,,,,,
U7,Perten,2019,315,1,1,57.5,74.0,,,,,,
U7,Perten,2019,315,2,2,56.9,73.2,,,,,,
U7,Perten,2019,315,3,3,56.6,72.8,,,,,,
U7,Perten,2019,316,1,1,57.6,74.1,,,,,,
U7,Perten,2019,316,2,2,57.9,74.5,,,,,,
